Number,Day,Minute,Path,Mother,Mother Genotype,Name,Sex,Offspring Genotype,Genogroup,Recording Number,Start Point (s),End Point (s),Start Point (time),End Point (time),Start Point (Hz),End Point (Hz),Duration (time),Duration (s),ISI_time,ISI,Syllable,Syllable number,Cat. Number,Classification date,Start Time,Time Course,# of Bursts,IBN,BurstDuration_t,BurstDuration,BurstInterval_t,BurstInterval,Unnamed: 33,Unnamed: 34
3750,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000003,7.17,7.2365,,,,,0.0665,,0.074,,Harmonics,10.0,3.0,,,,3.0,6.0,,,,,,
3751,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000003,7.3309,7.4279,,,,,0.097,,0.0944,,Harmonics,10.0,3.0,,,,3.0,7.0,,,,,,
3752,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000003,7.5155,7.6013,,,,,0.0858,,0.0876,,Harmonics,10.0,3.0,,,,3.0,8.0,,,,,,
3753,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000003,7.6833,7.7498,,,,,0.0665,,0.082,,Composite,9.0,3.0,,,,3.0,9.0,,,,,,
3754,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000003,7.8409,7.8999,,,,,0.059,,0.0911,,Chevron,2.0,1.0,,,,3.0,10.0,,,,,,
3755,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000003,8.0052,8.07,,,,,0.0648,,0.1053,,Composite,9.0,3.0,,,,3.0,11.0,,,,,,
3756,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000003,8.1564,8.2212,,,,,0.0648,,0.0864,,Composite,9.0,3.0,,,,3.0,12.0,,,,,,
3757,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000004,1.6329,1.657,,,,,0.0241,,,,Short,1.0,1.0,,,,4.0,1.0,0.02410000000000001,,6.588299999999999,,,
3758,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000005,0.7812,0.867,,,,,0.0858,,,,Frequency Steps,8.0,2.0,,,,5.0,1.0,0.3798,,0.8758,,,
3759,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000005,0.9408,1.014,,,,,0.0732,,0.0738,,Frequency Steps,8.0,2.0,,,,5.0,2.0,,,,,,
3760,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000005,1.1046,1.161,,,,,0.0564,,0.0906,,Two-Syllable,7.0,2.0,,,,5.0,3.0,,,,,,
3761,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000006,12.113,12.1387,,,,,0.0257,,10.952,,Short,1.0,1.0,,,,6.0,1.0,0.1850000000000005,,10.952,,,
3762,6.0,1.0,,26503K,HT,17456K,F,WT,2.0,T0000006,12.2755,12.298,,,,,0.0225,,0.1368,,Short,1.0,1.0,,,,6.0,2.0,,,,,,
3763,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,0.50066,0.61434,,,,,0.11368,,,,Frequency Steps,8.0,2.0,,,,1.0,1.0,6.50254,,11.79734,,,
3764,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,0.69208,0.75267,,,,,0.06058999999999992,,0.07774,,Frequency Steps,8.0,2.0,,,,1.0,2.0,,,,,,
3765,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,0.8331,0.88994,,,,,0.05684,,0.08043,,Harmonics,10.0,3.0,,,,1.0,3.0,,,,,,
3766,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,0.98924,1.0439,,,,,0.05466000000000004,,0.0993000000000001,,Harmonics,10.0,3.0,,,,1.0,4.0,,,,,,
3767,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,1.1469,1.2075,,,,,0.06059999999999999,,0.10299999999999998,,Harmonics,10.0,3.0,,,,1.0,5.0,,,,,,
3768,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,1.3041,1.362,,,,,0.05790000000000006,,0.09660000000000002,,Harmonics,10.0,3.0,,,,1.0,6.0,,,,,,
3769,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,1.47,1.5558,,,,,0.0858000000000001,,0.10799999999999987,,Harmonics,10.0,3.0,,,,1.0,7.0,,,,,,
3770,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,1.6388,1.7117,,,,,0.07289999999999996,,0.08299999999999996,,Harmonics,10.0,3.0,,,,1.0,8.0,,,,,,
3771,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,1.8147,1.8838,,,,,0.06909999999999994,,0.10299999999999998,,Harmonics,10.0,3.0,,,,1.0,9.0,,,,,,
3772,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,1.9677,2.0272,,,,,0.05950000000000011,,0.08390000000000009,,Harmonics,10.0,3.0,,,,1.0,10.0,,,,,,
3773,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,2.1269,2.1832,,,,,0.056299999999999795,,0.0996999999999999,,Harmonics,10.0,3.0,,,,1.0,11.0,,,,,,
3774,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,2.2953,2.357,,,,,0.06170000000000009,,0.11210000000000031,,Harmonics,10.0,3.0,,,,1.0,12.0,,,,,,
3775,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,2.6544,2.7276,,,,,0.07319999999999993,,0.29739999999999966,,Composite,9.0,3.0,,,,1.0,13.0,,,,,,
3776,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,3.0618,3.1266,,,,,0.06479999999999997,,0.33420000000000005,,Chevron,2.0,1.0,,,,1.0,14.0,,,,,,
3777,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,3.234,3.2988,,,,,0.06479999999999997,,0.10740000000000016,,Chevron,2.0,1.0,,,,1.0,15.0,,,,,,
3778,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,3.4104,3.4699,,,,,0.059499999999999886,,0.11160000000000014,,Harmonics,10.0,3.0,,,,1.0,16.0,,,,,,
3779,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,3.5875,3.6486,,,,,0.061100000000000154,,0.11759999999999993,,Harmonics,10.0,3.0,,,,1.0,17.0,,,,,,
3780,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,3.7747,3.8293,,,,,0.05459999999999976,,0.1261000000000001,,Harmonics,10.0,3.0,,,,1.0,18.0,,,,,,
3781,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,3.9648,4.0212,,,,,0.05640000000000045,,0.13549999999999995,,Composite,9.0,3.0,,,,1.0,19.0,,,,,,
3782,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,4.158,4.2186,,,,,0.06059999999999999,,0.13680000000000003,,Composite,9.0,3.0,,,,1.0,20.0,,,,,,
3783,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,4.2924,4.3698,,,,,0.07739999999999991,,0.07379999999999942,,Frequency Steps,8.0,2.0,,,,1.0,21.0,,,,,,
3784,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,4.4478,4.4958,,,,,0.04800000000000004,,0.07800000000000029,,Complex,3.0,1.0,,,,1.0,22.0,,,,,,
3785,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,4.6136,4.635,,,,,0.021399999999999864,,0.1177999999999999,,Short,1.0,1.0,,,,1.0,23.0,,,,,,
3786,6.0,1.0,,,HT,08139L,M,HT,3.0,T0000001,4.6624,4.7187,,,,,0.05630000000000024,,0.02740000000000009,,Composite,9.0,3.0,,,,1.0,24.0,,,,,,
